,Year,Month,Day,xFRF_m,yFRF_m,d10_mm,d25_mm,d50_mm,d75_mm,d90_mm,gridname,GrainCategory
131,2020,02,07,60,960,0.2161875,0.25525,0.299650675675676,0.348110775862069,0.400971666666667,../data/AeolisGrids/ML_grids/20200207.txt,1.0
132,2020,02,07,63,960,0.2143125,0.247317857142857,0.287904054054054,0.33497,0.38475,../data/AeolisGrids/ML_grids/20200207.txt,1.0
133,2020,02,07,66,960,0.210109090909091,0.254085714285714,0.312321428571429,0.381113636363636,0.4551,../data/AeolisGrids/ML_grids/20200207.txt,1.0
134,2020,02,07,69,960,0.160761111111111,0.205433333333333,0.25685,0.314145652173913,0.379659090909091,../data/AeolisGrids/ML_grids/20200207.txt,1.0
135,2020,02,07,72,960,0.138169230769231,0.17145,0.2346775,0.298486363636364,0.35375,../data/AeolisGrids/ML_grids/20200207.txt,1.0
136,2020,02,07,75,960,0.17695,0.212131818181818,0.26389347826087,0.360568181818182,0.54522,../data/AeolisGrids/ML_grids/20200207.txt,1.0
137,2020,02,07,78,960,0.184819090909091,0.227270138888889,0.292047368421053,0.424595833333333,0.7040425,../data/AeolisGrids/ML_grids/20200207.txt,1.0
138,2020,02,07,81,960,0.20843,0.255215789473684,0.329192857142857,0.433840625,0.563285,../data/AeolisGrids/ML_grids/20200207.txt,1.0
139,2020,02,07,84,960,0.221177272727273,0.27255,0.350409090909091,0.459094117647059,0.574615,../data/AeolisGrids/ML_grids/20200207.txt,1.0
140,2020,02,07,87,960,0.228922727272727,0.285083333333333,0.372618421052632,0.50764,0.65035,../data/AeolisGrids/ML_grids/20200207.txt,1.0
141,2020,02,13,60,960,0.192673333333333,0.237775,0.298554,0.37419875,0.471585555555556,../data/AeolisGrids/ML_grids/20200213.txt,1.0
142,2020,02,13,63,960,0.207626923076923,0.245375,0.298164285714286,0.372205263157895,0.4551,../data/AeolisGrids/ML_grids/20200213.txt,1.0
143,2020,02,13,66,960,0.268783333333333,0.317658,0.376288235294118,0.4433375,0.5162,../data/AeolisGrids/ML_grids/20200213.txt,1.0
144,2020,02,13,69,960,0.1367875,0.168208823529412,0.2245125,0.286204545454545,0.3446,../data/AeolisGrids/ML_grids/20200213.txt,1.0
145,2020,02,13,72,960,0.204666666666667,0.245678571428571,0.305155769230769,0.38015,0.46286,../data/AeolisGrids/ML_grids/20200213.txt,1.0
146,2020,02,13,75,960,0.19818,0.247996875,0.350357692307692,0.535083333333333,0.735464285714286,../data/AeolisGrids/ML_grids/20200213.txt,1.0
147,2020,02,13,78,960,0.182921538461538,0.218035714285714,0.278816666666667,0.4497,0.73922,../data/AeolisGrids/ML_grids/20200213.txt,1.0
148,2020,02,13,81,960,0.192700666666667,0.228647159090909,0.284125,0.369554166666667,0.484588333333333,../data/AeolisGrids/ML_grids/20200213.txt,1.0
149,2020,02,13,84,960,0.20056,0.237854545454545,0.295668181818182,0.4079,0.63333,../data/AeolisGrids/ML_grids/20200213.txt,1.0
150,2020,02,13,87,960,0.202530769230769,0.242631818181818,0.300574,0.397454545454545,0.705145,../data/AeolisGrids/ML_grids/20200213.txt,1.0
151,2020,02,27,60,960,0.2041,0.251033333333333,0.313119230769231,0.388630952380952,0.48135,../data/AeolisGrids/ML_grids/20200227.txt,1.0
152,2020,02,27,63,960,0.201353846153846,0.239791304347826,0.292414285714286,0.3540625,0.414742857142857,../data/AeolisGrids/ML_grids/20200227.txt,1.0
153,2020,02,27,66,960,0.2093,0.260207894736842,0.32525,0.394236,0.462213333333333,../data/AeolisGrids/ML_grids/20200227.txt,1.0
154,2020,02,27,69,960,0.175305555555556,0.223377777777778,0.28291,0.360367647058823,0.478957142857143,../data/AeolisGrids/ML_grids/20200227.txt,1.0
155,2020,02,27,72,960,0.191466666666667,0.231186979166667,0.274698529411765,0.320773333333333,0.3655425,../data/AeolisGrids/ML_grids/20200227.txt,1.0
156,2020,02,27,75,960,0.20155,0.235876923076923,0.2816875,0.337508,0.405525,../data/AeolisGrids/ML_grids/20200227.txt,1.0
157,2020,02,27,78,960,0.182871428571429,0.212723076923077,0.251552941176471,0.297057142857143,0.342588235294118,../data/AeolisGrids/ML_grids/20200227.txt,1.0
158,2020,02,27,81,960,0.194157142857143,0.225840740740741,0.265983333333333,0.31142,0.355073529411765,../data/AeolisGrids/ML_grids/20200227.txt,1.0
159,2020,02,27,84,960,0.195553846153846,0.232665217391304,0.28275,0.339753846153846,0.39457,../data/AeolisGrids/ML_grids/20200227.txt,1.0
160,2020,02,27,87,960,0.2082125,0.25334,0.320433333333333,0.407425,0.51085,../data/AeolisGrids/ML_grids/20200227.txt,1.0
161,2020,02,27,90,960,0.200127272727273,0.247145833333333,0.320768181818182,0.4191875,0.59423,../data/AeolisGrids/ML_grids/20200227.txt,1.0
162,2020,02,27,93,960,0.231674,0.290753125,0.383486842105263,0.56085,0.93172,../data/AeolisGrids/ML_grids/20200227.txt,3.0
163,2020,02,27,96,960,0.249392857142857,0.359609375,0.594505555555556,1.0161625,1.49075,../data/AeolisGrids/ML_grids/20200227.txt,3.0
164,2020,03,06,60,960,0.1924,0.2336875,0.3025425,0.414742857142857,0.563483333333333,../data/AeolisGrids/ML_grids/20200306.txt,1.0
165,2020,03,06,63,960,0.212038461538462,0.252339130434783,0.309938888888889,0.37675,0.444416666666667,../data/AeolisGrids/ML_grids/20200306.txt,1.0
166,2020,03,06,66,960,0.210796818181818,0.255806818181818,0.312646551724138,0.378054347826087,0.45218625,../data/AeolisGrids/ML_grids/20200306.txt,1.0
167,2020,03,06,69,960,0.1797625,0.226016666666667,0.273662903225806,0.32355,0.374656666666667,../data/AeolisGrids/ML_grids/20200306.txt,1.0
168,2020,03,06,72,960,0.2048225,0.250844047619048,0.3144625,0.42176875,0.69902,../data/AeolisGrids/ML_grids/20200306.txt,1.0
169,2020,03,06,75,960,0.206321923076923,0.247680681818182,0.317581578947368,0.557405,1.01038,../data/AeolisGrids/ML_grids/20200306.txt,1.0
170,2020,03,06,78,960,0.20698,0.2505475,0.3278375,0.58679,1.09021,../data/AeolisGrids/ML_grids/20200306.txt,1.0
171,2020,03,09,60,960,0.228878636363636,0.284720588235294,0.373651315789474,0.507601785714286,0.698824,../data/AeolisGrids/ML_grids/20200309.txt,1.0
172,2020,03,09,63,960,0.246715384615385,0.294736956521739,0.362069642857143,0.444845652173913,0.529016666666667,../data/AeolisGrids/ML_grids/20200309.txt,1.0
173,2020,03,09,66,960,0.2441,0.288341304347826,0.351844444444444,0.4377875,0.54293,../data/AeolisGrids/ML_grids/20200309.txt,1.0
174,2020,03,09,69,960,0.253796923076923,0.30524880952381,0.380416666666667,0.47892125,0.581095,../data/AeolisGrids/ML_grids/20200309.txt,2.0
175,2020,03,09,72,960,0.229609285714286,0.270048,0.328434615384615,0.414633823529412,0.54436125,../data/AeolisGrids/ML_grids/20200309.txt,1.0
176,2020,03,09,75,960,0.226016666666667,0.26142962962963,0.3102375,0.371516666666667,0.444879166666667,../data/AeolisGrids/ML_grids/20200309.txt,1.0
177,2020,03,09,78,960,0.231330769230769,0.272575,0.331894444444444,0.422321875,0.583525,../data/AeolisGrids/ML_grids/20200309.txt,1.0
178,2020,03,09,81,960,0.234147142857143,0.2767625,0.336178571428571,0.4214921875,0.608618,../data/AeolisGrids/ML_grids/20200309.txt,1.0
179,2020,03,09,84,960,0.239108333333333,0.28896125,0.36526625,0.604935,1.27831,../data/AeolisGrids/ML_grids/20200309.txt,1.0
180,2020,03,17,60,960,0.238828571428571,0.280980769230769,0.338062903225806,0.406038,0.476085714285714,../data/AeolisGrids/ML_grids/20200317.txt,1.0
181,2020,03,17,63,960,0.233077,0.272157,0.326975,0.395895108695652,0.476568636363636,../data/AeolisGrids/ML_grids/20200317.txt,1.0
182,2020,03,17,66,960,0.2379,0.27814,0.3350875,0.405432065217391,0.483540384615385,../data/AeolisGrids/ML_grids/20200317.txt,1.0
