,paths,year,month,day,hour,minute,coarse_pix
319,../data/masks/FRF_c1_snap_20200818160000_predseg.png,2020,08,19,16,00,1041
320,../data/masks/FRF_c1_snap_20170917160000_predseg.png,2017,09,18,16,00,161
321,../data/masks/FRF_c1_snap_20171216160000_predseg.png,2017,12,17,16,00,11327
322,../data/masks/FRF_c1_snap_20150609160000_predseg.png,2015,06,10,16,00,2085
323,../data/masks/FRF_c1_snap_20151128160000_predseg.png,2015,11,29,16,00,164
324,../data/masks/FRF_c1_snap_20190402160000_predseg.png,2019,04,03,16,00,110
325,../data/masks/FRF_c1_snap_20191211160000_predseg.png,2019,12,12,16,00,16948
326,../data/masks/FRF_c1_snap_20190916160000_predseg.png,2019,09,17,16,00,4852
327,../data/masks/FRF_c1_snap_20160409160000_predseg.png,2016,04,10,16,00,1260
328,../data/masks/FRF_c1_snap_20200723160000_predseg.png,2020,07,24,16,00,1466
329,../data/masks/FRF_c1_snap_20200806160000_predseg.png,2020,08,07,16,00,1086
330,../data/masks/FRF_c1_snap_20150621160000_predseg.png,2015,06,22,16,00,890
331,../data/masks/FRF_c1_snap_20170529160000_predseg.png,2017,05,30,16,00,1753
332,../data/masks/FRF_c1_snap_20171001160000_predseg.png,2017,10,02,16,00,216
333,../data/masks/FRF_c1_snap_20150702160000_predseg.png,2015,07,03,16,00,1909
334,../data/masks/FRF_c1_snap_20150415160000_predseg.png,2015,04,16,16,00,1317
335,../data/masks/FRF_c1_snap_20180810160000_predseg.png,2018,08,11,16,00,857
336,../data/masks/FRF_c1_snap_20160523160000_predseg.png,2016,05,24,16,00,94
337,../data/masks/FRF_c1_snap_20180210160000_predseg.png,2018,02,11,16,00,105
338,../data/masks/FRF_c1_snap_20180301160000_predseg.png,2018,03,02,16,00,35928
339,../data/masks/FRF_c1_snap_20170822160000_predseg.png,2017,08,23,16,00,696
340,../data/masks/FRF_c1_snap_20190225160000_predseg.png,2019,02,26,16,00,1467
341,../data/masks/FRF_c1_snap_20180130160000_predseg.png,2018,01,31,16,00,18402
342,../data/masks/FRF_c1_snap_20180402160000_predseg.png,2018,04,03,16,00,808
343,../data/masks/FRF_c1_snap_20210516160000_predseg.png,2021,05,17,16,00,4633
344,../data/masks/FRF_c1_snap_20161008160000_predseg.png,2016,10,09,16,00,31131
345,../data/masks/FRF_c1_snap_20200229160000_predseg.png,2020,03,01,16,00,179
346,../data/masks/FRF_c1_snap_20170113160000_predseg.png,2017,01,14,16,00,2049
347,../data/masks/FRF_c1_snap_20151224160000_predseg.png,2015,12,25,16,00,586
348,../data/masks/FRF_c1_snap_20161012160000_predseg.png,2016,10,13,16,00,696
349,../data/masks/FRF_c1_snap_20150825160000_predseg.png,2015,08,26,16,00,889
350,../data/masks/FRF_c1_snap_20181120160000_predseg.png,2018,11,21,16,00,3834
351,../data/masks/FRF_c1_snap_20190112160000_predseg.png,2019,01,13,16,00,1079
352,../data/masks/FRF_c1_snap_20150323160000_predseg.png,2015,03,24,16,00,1499
353,../data/masks/FRF_c1_snap_20160705160000_predseg.png,2016,07,06,16,00,527
354,../data/masks/FRF_c1_snap_20161106160000_predseg.png,2016,11,07,16,00,695
355,../data/masks/FRF_c1_snap_20210701160000_predseg.png,2021,07,02,16,00,1795
356,../data/masks/FRF_c1_snap_20190710160000_predseg.png,2019,07,11,16,00,421
357,../data/masks/FRF_c1_snap_20160806160000_predseg.png,2016,08,07,16,00,380
358,../data/masks/FRF_c1_snap_20171202160000_predseg.png,2017,12,03,16,00,107
359,../data/masks/FRF_c1_snap_20201208160000_predseg.png,2020,12,09,16,00,108
360,../data/masks/FRF_c1_snap_20200716160000_predseg.png,2020,07,17,16,00,1032
361,../data/masks/FRF_c1_snap_20151005160000_predseg.png,2015,10,06,16,00,30788
362,../data/masks/FRF_c1_snap_20200224160000_predseg.png,2020,02,25,16,00,62
363,../data/masks/FRF_c1_snap_20151218160000_predseg.png,2015,12,19,16,00,31209
364,../data/masks/FRF_c1_snap_20201019160000_predseg.png,2020,10,20,16,00,133
365,../data/masks/FRF_c1_snap_20161030160000_predseg.png,2016,10,31,16,00,374
366,../data/masks/FRF_c1_snap_20170117160000_predseg.png,2017,01,18,16,00,306
367,../data/masks/FRF_c1_snap_20171130160000_predseg.png,2017,12,01,16,00,361
368,../data/masks/FRF_c1_snap_20210205160000_predseg.png,2021,02,06,16,00,20257
369,../data/masks/FRF_c1_snap_20200319160000_predseg.png,2020,03,20,16,00,208
370,../data/masks/FRF_c1_snap_20181226160000_predseg.png,2018,12,27,16,00,831
371,../data/masks/FRF_c1_snap_20200630160000_predseg.png,2020,07,01,16,00,4032
372,../data/masks/FRF_c1_snap_20160411160000_predseg.png,2016,04,12,16,00,1028
373,../data/masks/FRF_c1_snap_20150722160000_predseg.png,2015,07,23,16,00,900
374,../data/masks/FRF_c1_snap_20180817160000_predseg.png,2018,08,18,16,00,590
375,../data/masks/FRF_c1_snap_20200210160000_predseg.png,2020,02,11,16,00,501
376,../data/masks/FRF_c1_snap_20211023160000_predseg.png,2021,10,24,16,00,377
377,../data/masks/FRF_c1_snap_20171116160000_predseg.png,2017,11,17,16,00,144
378,../data/masks/FRF_c1_snap_20160804160000_predseg.png,2016,08,05,16,00,295
379,../data/masks/FRF_c1_snap_20170502160000_predseg.png,2017,05,03,16,00,1614
380,../data/masks/FRF_c1_snap_20210623160000_predseg.png,2021,06,24,16,00,2817
381,../data/masks/FRF_c1_snap_20200528160000_predseg.png,2020,05,29,16,00,181
382,../data/masks/FRF_c1_snap_20180815160000_predseg.png,2018,08,16,16,00,843
383,../data/masks/FRF_c1_snap_20190227160000_predseg.png,2019,02,28,16,00,86
384,../data/masks/FRF_c1_snap_20181103160000_predseg.png,2018,11,04,16,00,1018
385,../data/masks/FRF_c1_snap_20170413160000_predseg.png,2017,04,14,16,00,525
386,../data/masks/FRF_c1_snap_20211009160000_predseg.png,2021,10,10,16,00,27036
387,../data/masks/FRF_c1_snap_20161020160000_predseg.png,2016,10,21,16,00,519
388,../data/masks/FRF_c1_snap_20180527160000_predseg.png,2018,05,28,16,00,905
389,../data/masks/FRF_c1_snap_20150807160000_predseg.png,2015,08,08,16,00,714
390,../data/masks/FRF_c1_snap_20180509160000_predseg.png,2018,05,10,16,00,208
391,../data/masks/FRF_c1_snap_20150329160000_predseg.png,2015,03,30,16,00,671
392,../data/masks/FRF_c1_snap_20190520160000_predseg.png,2019,05,21,16,00,1733
393,../data/masks/FRF_c1_snap_20150601160000_predseg.png,2015,06,02,16,00,518
394,../data/masks/FRF_c1_snap_20210608160000_predseg.png,2021,06,09,16,00,277
395,../data/masks/FRF_c1_snap_20190619160000_predseg.png,2019,06,20,16,00,955
396,../data/masks/FRF_c1_snap_20200317160000_predseg.png,2020,03,18,16,00,88
397,../data/masks/FRF_c1_snap_20210104160000_predseg.png,2021,01,05,16,00,30712
398,../data/masks/FRF_c1_snap_20201227160000_predseg.png,2020,12,28,16,00,768
399,../data/masks/FRF_c1_snap_20170628160000_predseg.png,2017,06,29,16,00,3519
400,../data/masks/FRF_c1_snap_20200905160000_predseg.png,2020,09,06,16,00,705
401,../data/masks/FRF_c1_snap_20151031160000_predseg.png,2015,11,01,16,00,175
402,../data/masks/FRF_c1_snap_20210214160000_predseg.png,2021,02,15,16,00,30237
403,../data/masks/FRF_c1_snap_20170105160000_predseg.png,2017,01,06,16,00,894
404,../data/masks/FRF_c1_snap_20181102160000_predseg.png,2018,11,03,16,00,1170
405,../data/masks/FRF_c1_snap_20180103160000_predseg.png,2018,01,04,16,00,94
406,../data/masks/FRF_c1_snap_20150927160000_predseg.png,2015,09,28,16,00,25605
407,../data/masks/FRF_c1_snap_20151028160000_predseg.png,2015,10,29,16,00,119
408,../data/masks/FRF_c1_snap_20180923160000_predseg.png,2018,09,24,16,00,263
409,../data/masks/FRF_c1_snap_20170712160000_predseg.png,2017,07,13,16,00,2033
410,../data/masks/FRF_c1_snap_20201023160000_predseg.png,2020,10,24,16,00,32656
411,../data/masks/FRF_c1_snap_20150810160000_predseg.png,2015,08,11,16,00,861
412,../data/masks/FRF_c1_snap_20170102160000_predseg.png,2017,01,03,16,00,129
413,../data/masks/FRF_c1_snap_20150819160000_predseg.png,2015,08,20,16,00,412
414,../data/masks/FRF_c1_snap_20160823160000_predseg.png,2016,08,24,16,00,309
415,../data/masks/FRF_c1_snap_20160727160000_predseg.png,2016,07,28,16,00,220
416,../data/masks/FRF_c1_snap_20160202160000_predseg.png,2016,02,03,16,00,890
417,../data/masks/FRF_c1_snap_20181115160000_predseg.png,2018,11,16,16,00,25935
418,../data/masks/FRF_c1_snap_20170903160000_predseg.png,2017,09,04,16,00,1461
419,../data/masks/FRF_c1_snap_20170411160000_predseg.png,2017,04,12,16,00,313
420,../data/masks/FRF_c1_snap_20200511160000_predseg.png,2020,05,12,16,00,209
421,../data/masks/FRF_c1_snap_20191205160000_predseg.png,2019,12,06,16,00,726
422,../data/masks/FRF_c1_snap_20170210160000_predseg.png,2017,02,11,16,00,577
423,../data/masks/FRF_c1_snap_20200201160000_predseg.png,2020,02,02,16,00,44
424,../data/masks/FRF_c1_snap_20181011160000_predseg.png,2018,10,12,16,00,165
425,../data/masks/FRF_c1_snap_20171011160000_predseg.png,2017,10,12,16,00,92
426,../data/masks/FRF_c1_snap_20190304160000_predseg.png,2019,03,05,16,00,386
427,../data/masks/FRF_c1_snap_20201108160000_predseg.png,2020,11,09,16,00,134
428,../data/masks/FRF_c1_snap_20191221160000_predseg.png,2019,12,22,16,00,150
429,../data/masks/FRF_c1_snap_20181106160000_predseg.png,2018,11,07,16,00,136
430,../data/masks/FRF_c1_snap_20150813160000_predseg.png,2015,08,14,16,00,432
431,../data/masks/FRF_c1_snap_20200510160000_predseg.png,2020,05,11,16,00,155
432,../data/masks/FRF_c1_snap_20150523160000_predseg.png,2015,05,24,16,00,842
433,../data/masks/FRF_c1_snap_20211105160000_predseg.png,2021,11,06,16,00,27478
434,../data/masks/FRF_c1_snap_20211111160000_predseg.png,2021,11,12,16,00,25061
435,../data/masks/FRF_c1_snap_20191225160000_predseg.png,2019,12,26,16,00,156
436,../data/masks/FRF_c1_snap_20150916160000_predseg.png,2015,09,17,16,00,484
437,../data/masks/FRF_c1_snap_20210720160000_predseg.png,2021,07,21,16,00,1270
438,../data/masks/FRF_c1_snap_20180919160000_predseg.png,2018,09,20,16,00,1928
439,../data/masks/FRF_c1_snap_20210522160000_predseg.png,2021,05,23,16,00,3730
440,../data/masks/FRF_c1_snap_20200405160000_predseg.png,2020,04,06,16,00,383
441,../data/masks/FRF_c1_snap_20200813160000_predseg.png,2020,08,14,16,00,429
442,../data/masks/FRF_c1_snap_20200107160000_predseg.png,2020,01,08,16,00,678
443,../data/masks/FRF_c1_snap_20190127160000_predseg.png,2019,01,28,16,00,181
444,../data/masks/FRF_c1_snap_20170427160000_predseg.png,2017,04,28,16,00,1827
445,../data/masks/FRF_c1_snap_20151113160000_predseg.png,2015,11,14,16,00,384
446,../data/masks/FRF_c1_snap_20191207160000_predseg.png,2019,12,08,16,00,136
447,../data/masks/FRF_c1_snap_20160315160000_predseg.png,2016,03,16,16,00,531
448,../data/masks/FRF_c1_snap_20180513160000_predseg.png,2018,05,14,16,00,640
449,../data/masks/FRF_c1_snap_20210219160000_predseg.png,2021,02,20,16,00,59
450,../data/masks/FRF_c1_snap_20181002160000_predseg.png,2018,10,03,16,00,918
451,../data/masks/FRF_c1_snap_20190307160000_predseg.png,2019,03,08,16,00,2304
452,../data/masks/FRF_c1_snap_20190910160000_predseg.png,2019,09,11,16,00,1198
453,../data/masks/FRF_c1_snap_20210618160000_predseg.png,2021,06,19,16,00,683
454,../data/masks/FRF_c1_snap_20180217160000_predseg.png,2018,02,18,16,00,382
455,../data/masks/FRF_c1_snap_20210310160000_predseg.png,2021,03,11,16,00,1782
456,../data/masks/FRF_c1_snap_20181211160000_predseg.png,2018,12,12,16,00,136
457,../data/masks/FRF_c1_snap_20171119160000_predseg.png,2017,11,20,16,00,162
458,../data/masks/FRF_c1_snap_20160614160000_predseg.png,2016,06,15,16,00,368
459,../data/masks/FRF_c1_snap_20160718160000_predseg.png,2016,07,19,16,00,585
460,../data/masks/FRF_c1_snap_20190505160000_predseg.png,2019,05,06,16,00,2486
461,../data/masks/FRF_c1_snap_20160501160000_predseg.png,2016,05,02,16,00,260
462,../data/masks/FRF_c1_snap_20160227160000_predseg.png,2016,02,28,16,00,491
463,../data/masks/FRF_c1_snap_20191028160000_predseg.png,2019,10,29,16,00,1222
464,../data/masks/FRF_c1_snap_20190224160000_predseg.png,2019,02,25,16,00,20865
465,../data/masks/FRF_c1_snap_20161221160000_predseg.png,2016,12,22,16,00,571
466,../data/masks/FRF_c1_snap_20170621160000_predseg.png,2017,06,22,16,00,530
467,../data/masks/FRF_c1_snap_20170303160000_predseg.png,2017,03,04,16,00,398
468,../data/masks/FRF_c1_snap_20191011160000_predseg.png,2019,10,12,16,00,315
469,../data/masks/FRF_c1_snap_20210127160000_predseg.png,2021,01,28,16,00,51
470,../data/masks/FRF_c1_snap_20210918160000_predseg.png,2021,09,19,16,00,22674
471,../data/masks/FRF_c1_snap_20200802160000_predseg.png,2020,08,03,16,00,1307
472,../data/masks/FRF_c1_snap_20190108160000_predseg.png,2019,01,09,16,00,2243
473,../data/masks/FRF_c1_snap_20180220160000_predseg.png,2018,02,21,16,00,12589
474,../data/masks/FRF_c1_snap_20190427160000_predseg.png,2019,04,28,16,00,5437
475,../data/masks/FRF_c1_snap_20201109160000_predseg.png,2020,11,10,16,00,153
476,../data/masks/FRF_c1_snap_20160402160000_predseg.png,2016,04,03,16,00,390
477,../data/masks/FRF_c1_snap_20170120160000_predseg.png,2017,01,21,16,00,131
478,../data/masks/FRF_c1_snap_20161130160000_predseg.png,2016,12,01,16,00,261
479,../data/masks/FRF_c1_snap_20161110160000_predseg.png,2016,11,11,16,00,525
480,../data/masks/FRF_c1_snap_20210601160000_predseg.png,2021,06,02,16,00,1055
481,../data/masks/FRF_c1_snap_20170225160000_predseg.png,2017,02,26,16,00,511
482,../data/masks/FRF_c1_snap_20180622160000_predseg.png,2018,06,23,16,00,1835
483,../data/masks/FRF_c1_snap_20181118160000_predseg.png,2018,11,19,16,00,2157
484,../data/masks/FRF_c1_snap_20190221160000_predseg.png,2019,02,22,16,00,27759
485,../data/masks/FRF_c1_snap_20200720160000_predseg.png,2020,07,21,16,00,1531
486,../data/masks/FRF_c1_snap_20160127160000_predseg.png,2016,01,28,16,00,178
487,../data/masks/FRF_c1_snap_20200916160000_predseg.png,2020,09,17,16,00,1034
488,../data/masks/FRF_c1_snap_20160330160000_predseg.png,2016,03,31,16,00,486
489,../data/masks/FRF_c1_snap_20200220160000_predseg.png,2020,02,21,16,00,76
490,../data/masks/FRF_c1_snap_20190324160000_predseg.png,2019,03,25,16,00,1105
491,../data/masks/FRF_c1_snap_20200919160000_predseg.png,2020,09,20,16,00,24760
492,../data/masks/FRF_c1_snap_20201121160000_predseg.png,2020,11,22,16,00,319
493,../data/masks/FRF_c1_snap_20150714160000_predseg.png,2015,07,15,16,00,886
494,../data/masks/FRF_c1_snap_20181124160000_predseg.png,2018,11,25,16,00,193
495,../data/masks/FRF_c1_snap_20200623160000_predseg.png,2020,06,24,16,00,1760
496,../data/masks/FRF_c1_snap_20170315160000_predseg.png,2017,03,16,16,00,837
497,../data/masks/FRF_c1_snap_20210531160000_predseg.png,2021,06,01,16,00,381
498,../data/masks/FRF_c1_snap_20191208160000_predseg.png,2019,12,09,16,00,130
499,../data/masks/FRF_c1_snap_20180816160000_predseg.png,2018,08,17,16,00,648
500,../data/masks/FRF_c1_snap_20170228160000_predseg.png,2017,03,01,16,00,300
501,../data/masks/FRF_c1_snap_20150302160000_predseg.png,2015,03,03,16,00,135
502,../data/masks/FRF_c1_snap_20150420160000_predseg.png,2015,04,21,16,00,3176
503,../data/masks/FRF_c1_snap_20201008160000_predseg.png,2020,10,09,16,00,757
504,../data/masks/FRF_c1_snap_20180705160000_predseg.png,2018,07,06,16,00,1409
505,../data/masks/FRF_c1_snap_20151001160000_predseg.png,2015,10,02,16,00,30765
506,../data/masks/FRF_c1_snap_20201030160000_predseg.png,2020,10,31,16,00,138
507,../data/masks/FRF_c1_snap_20211001160000_predseg.png,2021,10,02,16,00,408
508,../data/masks/FRF_c1_snap_20190113160000_predseg.png,2019,01,14,16,00,27511
509,../data/masks/FRF_c1_snap_20210502160000_predseg.png,2021,05,03,16,00,2600
510,../data/masks/FRF_c1_snap_20180305160000_predseg.png,2018,03,06,16,00,160
511,../data/masks/FRF_c1_snap_20161026160000_predseg.png,2016,10,27,16,00,559
512,../data/masks/FRF_c1_snap_20150526160000_predseg.png,2015,05,27,16,00,619
513,../data/masks/FRF_c1_snap_20180417160000_predseg.png,2018,04,18,16,00,230
514,../data/masks/FRF_c1_snap_20170305160000_predseg.png,2017,03,06,16,00,975
515,../data/masks/FRF_c1_snap_20190523160000_predseg.png,2019,05,24,16,00,3068
516,../data/masks/FRF_c1_snap_20210226160000_predseg.png,2021,02,27,16,00,2137
517,../data/masks/FRF_c1_snap_20150809160000_predseg.png,2015,08,10,16,00,123
518,../data/masks/FRF_c1_snap_20150828160000_predseg.png,2015,08,29,16,00,358
519,../data/masks/FRF_c1_snap_20160423160000_predseg.png,2016,04,24,16,00,888
520,../data/masks/FRF_c1_snap_20160714160000_predseg.png,2016,07,15,16,00,517
521,../data/masks/FRF_c1_snap_20180930160000_predseg.png,2018,10,01,16,00,500
522,../data/masks/FRF_c1_snap_20200626160000_predseg.png,2020,06,27,16,00,347
523,../data/masks/FRF_c1_snap_20171123160000_predseg.png,2017,11,24,16,00,23144
524,../data/masks/FRF_c1_snap_20180226160000_predseg.png,2018,02,27,16,00,7607
525,../data/masks/FRF_c1_snap_20150506160000_predseg.png,2015,05,07,16,00,3308
526,../data/masks/FRF_c1_snap_20150325160000_predseg.png,2015,03,26,16,00,1599
527,../data/masks/FRF_c1_snap_20150316160000_predseg.png,2015,03,17,16,00,16361
528,../data/masks/FRF_c1_snap_20180729160000_predseg.png,2018,07,30,16,00,799
529,../data/masks/FRF_c1_snap_20180129160000_predseg.png,2018,01,30,16,00,9332
530,../data/masks/FRF_c1_snap_20211114160000_predseg.png,2021,11,15,16,00,24039
531,../data/masks/FRF_c1_snap_20171023160000_predseg.png,2017,10,24,16,00,115
532,../data/masks/FRF_c1_snap_20180302160000_predseg.png,2018,03,03,16,00,290
533,../data/masks/FRF_c1_snap_20160513160000_predseg.png,2016,05,14,16,00,846
534,../data/masks/FRF_c1_snap_20150319160000_predseg.png,2015,03,20,16,00,666
535,../data/masks/FRF_c1_snap_20181109160000_predseg.png,2018,11,10,16,00,117
536,../data/masks/FRF_c1_snap_20161102160000_predseg.png,2016,11,03,16,00,1310
537,../data/masks/FRF_c1_snap_20160619160000_predseg.png,2016,06,20,16,00,673
538,../data/masks/FRF_c1_snap_20180407160000_predseg.png,2018,04,08,16,00,14035
539,../data/masks/FRF_c1_snap_20181107160000_predseg.png,2018,11,08,16,00,996
540,../data/masks/FRF_c1_snap_20200203160000_predseg.png,2020,02,04,16,00,300
541,../data/masks/FRF_c1_snap_20180118160000_predseg.png,2018,01,19,16,00,138
542,../data/masks/FRF_c1_snap_20151027160000_predseg.png,2015,10,28,16,00,122
543,../data/masks/FRF_c1_snap_20190920160000_predseg.png,2019,09,21,16,00,593
544,../data/masks/FRF_c1_snap_20151203160000_predseg.png,2015,12,04,16,00,30107
545,../data/masks/FRF_c1_snap_20171127160000_predseg.png,2017,11,28,16,00,177
546,../data/masks/FRF_c1_snap_20200103160000_predseg.png,2020,01,04,16,00,270
547,../data/masks/FRF_c1_snap_20210605160000_predseg.png,2021,06,06,16,00,582
548,../data/masks/FRF_c1_snap_20151208160000_predseg.png,2015,12,09,16,00,281
549,../data/masks/FRF_c1_snap_20180818160000_predseg.png,2018,08,19,16,00,503
550,../data/masks/FRF_c1_snap_20201211160000_predseg.png,2020,12,12,16,00,1539
551,../data/masks/FRF_c1_snap_20160831160000_predseg.png,2016,09,01,16,00,221
552,../data/masks/FRF_c1_snap_20200901160000_predseg.png,2020,09,02,16,00,1511
553,../data/masks/FRF_c1_snap_20200208160000_predseg.png,2020,02,09,16,00,152
554,../data/masks/FRF_c1_snap_20171125160000_predseg.png,2017,11,26,16,00,168
555,../data/masks/FRF_c1_snap_20160606160000_predseg.png,2016,06,07,16,00,396
556,../data/masks/FRF_c1_snap_20200518160000_predseg.png,2020,05,19,16,00,96
557,../data/masks/FRF_c1_snap_20210426160000_predseg.png,2021,04,27,16,00,7101
558,../data/masks/FRF_c1_snap_20211109160000_predseg.png,2021,11,10,16,00,35684
559,../data/masks/FRF_c1_snap_20180426160000_predseg.png,2018,04,27,16,00,547
560,../data/masks/FRF_c1_snap_20170803160000_predseg.png,2017,08,04,16,00,971
561,../data/masks/FRF_c1_snap_20160328160000_predseg.png,2016,03,29,16,00,581
562,../data/masks/FRF_c1_snap_20170526160000_predseg.png,2017,05,27,16,00,1068
563,../data/masks/FRF_c1_snap_20191001160000_predseg.png,2019,10,02,16,00,1349
564,../data/masks/FRF_c1_snap_20170307160000_predseg.png,2017,03,08,16,00,2151
565,../data/masks/FRF_c1_snap_20161105160000_predseg.png,2016,11,06,16,00,370
566,../data/masks/FRF_c1_snap_20210630160000_predseg.png,2021,07,01,16,00,136
567,../data/masks/FRF_c1_snap_20160812160000_predseg.png,2016,08,13,16,00,347
568,../data/masks/FRF_c1_snap_20180718160000_predseg.png,2018,07,19,16,00,1040
569,../data/masks/FRF_c1_snap_20150907160000_predseg.png,2015,09,08,16,00,281
570,../data/masks/FRF_c1_snap_20210110160000_predseg.png,2021,01,11,16,00,245
571,../data/masks/FRF_c1_snap_20170510160000_predseg.png,2017,05,11,16,00,451
572,../data/masks/FRF_c1_snap_20180607160000_predseg.png,2018,06,08,16,00,1375
573,../data/masks/FRF_c1_snap_20201103160000_predseg.png,2020,11,04,16,00,230
574,../data/masks/FRF_c1_snap_20170421160000_predseg.png,2017,04,22,16,00,601
575,../data/masks/FRF_c1_snap_20170527160000_predseg.png,2017,05,28,16,00,169
576,../data/masks/FRF_c1_snap_20160802160000_predseg.png,2016,08,03,16,00,22328
577,../data/masks/FRF_c1_snap_20210121160000_predseg.png,2021,01,22,16,00,132
578,../data/masks/FRF_c1_snap_20180321160000_predseg.png,2018,03,22,16,00,21903
579,../data/masks/FRF_c1_snap_20150707160000_predseg.png,2015,07,08,16,00,1292
580,../data/masks/FRF_c1_snap_20150612160000_predseg.png,2015,06,13,16,00,761
581,../data/masks/FRF_c1_snap_20190611160000_predseg.png,2019,06,12,16,00,1118
582,../data/masks/FRF_c1_snap_20180102160000_predseg.png,2018,01,03,16,00,19634
583,../data/masks/FRF_c1_snap_20170909160000_predseg.png,2017,09,10,16,00,1671
584,../data/masks/FRF_c1_snap_20150622160000_predseg.png,2015,06,23,16,00,626
585,../data/masks/FRF_c1_snap_20160131160000_predseg.png,2016,02,01,16,00,469
586,../data/masks/FRF_c1_snap_20170313160000_predseg.png,2017,03,14,16,00,194
587,../data/masks/FRF_c1_snap_20180331160000_predseg.png,2018,04,01,16,00,997
588,../data/masks/FRF_c1_snap_20170324160000_predseg.png,2017,03,25,16,00,2283
589,../data/masks/FRF_c1_snap_20160629160000_predseg.png,2016,06,30,16,00,324
590,../data/masks/FRF_c1_snap_20160301160000_predseg.png,2016,03,02,16,00,433
591,../data/masks/FRF_c1_snap_20190929160000_predseg.png,2019,09,30,16,00,2979
592,../data/masks/FRF_c1_snap_20200828160000_predseg.png,2020,08,29,16,00,536
593,../data/masks/FRF_c1_snap_20150301160000_predseg.png,2015,03,02,16,00,179
594,../data/masks/FRF_c1_snap_20170906160000_predseg.png,2017,09,07,16,00,1054
595,../data/masks/FRF_c1_snap_20200822160000_predseg.png,2020,08,23,16,00,562
596,../data/masks/FRF_c1_snap_20210622160000_predseg.png,2021,06,23,16,00,669
597,../data/masks/FRF_c1_snap_20180924160000_predseg.png,2018,09,25,16,00,165
598,../data/masks/FRF_c1_snap_20160717160000_predseg.png,2016,07,18,16,00,644
599,../data/masks/FRF_c1_snap_20150717160000_predseg.png,2015,07,18,16,00,1686
600,../data/masks/FRF_c1_snap_20200815160000_predseg.png,2020,08,16,16,00,3879
601,../data/masks/FRF_c1_snap_20190217160000_predseg.png,2019,02,18,16,00,371
602,../data/masks/FRF_c1_snap_20191004160000_predseg.png,2019,10,05,16,00,22583
603,../data/masks/FRF_c1_snap_20180905160000_predseg.png,2018,09,06,16,00,409
604,../data/masks/FRF_c1_snap_20161122160000_predseg.png,2016,11,23,16,00,2161
605,../data/masks/FRF_c1_snap_20190603160000_predseg.png,2019,06,04,16,00,6138
606,../data/masks/FRF_c1_snap_20210116160000_predseg.png,2021,01,17,16,00,145
607,../data/masks/FRF_c1_snap_20160306160000_predseg.png,2016,03,07,16,00,1118
608,../data/masks/FRF_c1_snap_20160724160000_predseg.png,2016,07,25,16,00,157
609,../data/masks/FRF_c1_snap_20171016160000_predseg.png,2017,10,17,16,00,221
610,../data/masks/FRF_c1_snap_20160412160000_predseg.png,2016,04,13,16,00,552
611,../data/masks/FRF_c1_snap_20160901160000_predseg.png,2016,09,02,16,00,188
612,../data/masks/FRF_c1_snap_20201110160000_predseg.png,2020,11,11,16,00,186
613,../data/masks/FRF_c1_snap_20190701160000_predseg.png,2019,07,02,16,00,2827
614,../data/masks/FRF_c1_snap_20170606160000_predseg.png,2017,06,07,16,00,1276
615,../data/masks/FRF_c1_snap_20210421160000_predseg.png,2021,04,22,16,00,3462
616,../data/masks/FRF_c1_snap_20180413160000_predseg.png,2018,04,14,16,00,168
617,../data/masks/FRF_c1_snap_20200116160000_predseg.png,2020,01,17,16,00,497
618,../data/masks/FRF_c1_snap_20180511160000_predseg.png,2018,05,12,16,00,864
619,../data/masks/FRF_c1_snap_20210619160000_predseg.png,2021,06,20,16,00,538
620,../data/masks/FRF_c1_snap_20170810160000_predseg.png,2017,08,11,16,00,2630
621,../data/masks/FRF_c1_snap_20160728160000_predseg.png,2016,07,29,16,00,343
622,../data/masks/FRF_c1_snap_20180510160000_predseg.png,2018,05,11,16,00,635
623,../data/masks/FRF_c1_snap_20171227160000_predseg.png,2017,12,28,16,00,998
624,../data/masks/FRF_c1_snap_20171030160000_predseg.png,2017,10,31,16,00,233
625,../data/masks/FRF_c1_snap_20161004160000_predseg.png,2016,10,05,16,00,29828
626,../data/masks/FRF_c1_snap_20181007160000_predseg.png,2018,10,08,16,00,1128
627,../data/masks/FRF_c1_snap_20180106160000_predseg.png,2018,01,07,16,00,451
628,../data/masks/FRF_c1_snap_20160220160000_predseg.png,2016,02,21,16,00,2809
629,../data/masks/FRF_c1_snap_20151110160000_predseg.png,2015,11,11,16,00,451
630,../data/masks/FRF_c1_snap_20150708160000_predseg.png,2015,07,09,16,00,665
631,../data/masks/FRF_c1_snap_20180829160000_predseg.png,2018,08,30,16,00,258
632,../data/masks/FRF_c1_snap_20161213160000_predseg.png,2016,12,14,16,00,868
633,../data/masks/FRF_c1_snap_20150507160000_predseg.png,2015,05,08,16,00,2466
634,../data/masks/FRF_c1_snap_20150801160000_predseg.png,2015,08,02,16,00,745
635,../data/masks/FRF_c1_snap_20150407160000_predseg.png,2015,04,08,16,00,1860
636,../data/masks/FRF_c1_snap_20160822160000_predseg.png,2016,08,23,16,00,240
637,../data/masks/FRF_c1_snap_20171226160000_predseg.png,2017,12,27,16,00,10972
638,../data/masks/FRF_c1_snap_20201215160000_predseg.png,2020,12,16,16,00,27072
639,../data/masks/FRF_c1_snap_20150322160000_predseg.png,2015,03,23,16,00,2772
640,../data/masks/FRF_c1_snap_20170623160000_predseg.png,2017,06,24,16,00,1333
